ID,Name,Age,Nationality,Overall,Club,Position,Club Logo,Value,Wage,Year,Value_spread,Wage_spread
185020,José Callejón,22,Spain,71,RCD Espanyol,Forward,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
189889,E. Luna,22,Argentina,71,CD Tenerife,Defense,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
110291,Manolo,28,Spain,71,Málaga CF,Defense,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
177633,Ángel,22,Spain,71,CD Tenerife,Forward,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
168930,Omar Ramos,21,Spain,71,CD Tenerife,Midfield,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
113398,Pablo Amo,31,Spain,71,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
179960,B. Sahar,19,Israel,71,RCD Espanyol,Forward,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
180738,Dinei,25,Brazil,70,CD Tenerife,Forward,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
146452,Pedro,25,Spain,70,Real Sporting de Gijón,Midfield,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
192790,Matilla,21,Spain,70,Villarreal CF,Midfield,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2010,0,0
176671,N. Vigneri,25,Uruguay,70,Xerez Club Deportivo,Forward,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
146750,Toni Moral,27,Spain,70,Racing Santander,Midfield,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
112716,Luis García,30,Spain,70,CD Tenerife,GK,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
112478,Moratón,29,Spain,70,Racing Santander,Defense,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
110691,Kike Mateo,29,Spain,70,Real Sporting de Gijón,Midfield,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
182641,Bruno China,26,Portugal,70,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
183666,Roberto,23,Spain,70,Real Zaragoza,GK,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
171635,Sereno,24,Portugal,70,Real Valladolid CF,Defense,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
113569,Pinillos,34,Spain,70,Racing Santander,Defense,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
112560,Richi,32,Spain,70,CD Tenerife,Midfield,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
145586,Chema,29,Spain,70,Xerez Club Deportivo,GK,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
113078,Viqueira,34,Spain,70,Xerez Club Deportivo,Midfield,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
162233,E. Solari,29,Argentina,70,UD Almería,Forward,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
146621,Mario Bermejo,30,Spain,70,Xerez Club Deportivo,Forward,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
190150,Domínguez,20,Spain,70,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
169426,Barragan,22,Spain,70,Real Valladolid CF,Defense,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
2518,M. Babić,28,Croatia,70,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
114655,Armando,38,Spain,70,Athletic Club de Bilbao,GK,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
184035,B. Angulo,19,Colombia,70,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2010,0,0
141286,K. Vadócz,24,Hungary,70,CA Osasuna,Midfield,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
134634,Maldonado,28,Spain,70,Real Sporting de Gijón,Forward,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
170988,Toquero,24,Spain,70,Athletic Club de Bilbao,Forward,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
191740,Ander Herrera,19,Spain,70,Real Zaragoza,Midfield,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
145159,Manolo Martínez,29,Spain,69,CD Tenerife,Midfield,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
112647,Culebras,30,Spain,69,CD Tenerife,Defense,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
191004,Jordi Pablo,19,Spain,69,Málaga CF,Midfield,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
185135,Lora,22,Spain,69,Real Sporting de Gijón,Defense,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
192816,L. Cabrera,17,Uruguay,69,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
172594,Manu,23,Spain,69,Deportivo de La Coruña,GK,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2010,0,0
146753,Paredes,26,Spain,69,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
146500,Jacobo,25,Spain,69,Real Valladolid CF,GK,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
179528,Xavi Torres,22,Spain,69,Málaga CF,Midfield,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
144741,David Prieto,26,Spain,69,Xerez Club Deportivo,Defense,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
188268,L. Acosta,21,Argentina,69,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2010,0,0
193141,I. Pillud,23,Argentina,69,RCD Espanyol,Defense,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
162949,E. Armenteros,23,Argentina,69,Xerez Club Deportivo,Midfield,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
145830,Ion Vélez,24,Spain,69,Athletic Club de Bilbao,Forward,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
135335,Jônatas,26,Brazil,69,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
52904,Mendoza,32,Spain,69,Xerez Club Deportivo,Defense,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
178616,Adrián González,21,Spain,69,Getafe CF,Midfield,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2010,0,0
190149,De Marcos,20,Spain,69,Athletic Club de Bilbao,Forward,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
190421,Goni,20,Spain,69,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
171992,Juan Carlos,21,Spain,69,Villarreal CF B,GK,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
145149,Bordas,27,Spain,69,Villarreal CF B,Midfield,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
188931,Alex Bergantiños,24,Spain,68,Xerez Club Deportivo,Midfield,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
161801,Xabi Castillo,23,Spain,68,Athletic Club de Bilbao,Defense,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
192786,Marcos Gullón,20,Spain,68,Villarreal CF,Midfield,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2010,0,0
110376,Jonathan Soriano,23,Spain,68,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
183354,Casado,22,Spain,68,Xerez Club Deportivo,Defense,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
177723,Fabricio,21,Spain,68,Real Valladolid CF,GK,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
10824,P. Mtiliga,28,Denmark,68,Málaga CF,Defense,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
170569,David Rodríguez,23,Spain,68,UD Almería,Forward,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
178250,P. Diop,23,Senegal,68,Racing Santander,Midfield,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
172111,L. Gioda,24,Argentina,68,Xerez Club Deportivo,Defense,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
193887,H. Pérez,20,Paraguay,68,Villarreal CF,Forward,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2010,0,0
135808,David García,28,Spain,68,RCD Espanyol,Defense,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
146076,Pablo Sicilia,27,Spain,68,CD Tenerife,Defense,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
188572,G. Assulin,18,Israel,68,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
113071,Moreno,34,Spain,68,Xerez Club Deportivo,Midfield,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
188849,R. Flores,23,Uruguay,68,Villarreal CF B,Midfield,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
183732,M. Smiljanić,22,Serbia,68,Real Sporting de Gijón,Midfield,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
186805,J. Montero,19,Ecuador,68,Villarreal CF B,Midfield,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
193735,Juan Domínguez,19,Spain,68,Deportivo de La Coruña,Midfield,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2010,0,0
183512,Yuri,19,Spain,68,Real Valladolid CF,Defense,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
179942,Nieto,23,Spain,68,UD Almería,Midfield,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
111085,Abel,27,Spain,68,Xerez Club Deportivo,Midfield,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
186100,Piscu,22,Spain,68,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2010,0,0
113399,Sastre,33,Spain,68,Real Sporting de Gijón,Defense,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
189954,Alberto,21,Spain,67,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
188938,C. Álvarez,23,Argentina,67,RCD Espanyol,GK,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
268,Arnau,34,Spain,67,Málaga CF,GK,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
184853,Guilherme,21,Brazil,67,UD Almería,Defense,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
171574,Santamaría,24,Spain,67,Málaga CF,GK,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
189506,Victor Sanchez,21,Spain,67,Xerez Club Deportivo,Midfield,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
192074,Cristóbal,25,Spain,67,Villarreal CF B,Midfield,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
171087,Christian Fernandez,23,Spain,67,Racing Santander,Defense,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
191059,Márquez,23,Spain,67,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
193364,Aitor Núñez,21,Spain,67,CD Tenerife,Defense,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
189018,Michel,19,Brazil,67,UD Almería,Defense,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
110944,Míchel,31,Spain,67,Xerez Club Deportivo,Forward,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
184417,Sergio Tejera,19,Spain,67,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
146296,Andrés Fernández,22,Spain,67,CA Osasuna,GK,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
192122,Eneko,20,Spain,67,Athletic Club de Bilbao,Defense,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
172685,Crespo,22,Spain,67,Racing Santander,Defense,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
186547,M. Musacchio,18,Argentina,67,Villarreal CF,Defense,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2010,0,0
195001,Iván,21,Spain,67,Málaga CF,Defense,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
182731,B. Sarmiento,19,Argentina,67,Racing Santander,Midfield,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
145628,Xavi Oliva,33,Spain,67,Villarreal CF,GK,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2010,0,0
178180,Julián,22,Spain,66,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
192788,Joan Oriol,22,Spain,66,Villarreal CF B,Defense,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
146489,Zubiaurre,26,Spain,66,Athletic Club de Bilbao,Defense,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
186684,Kiko Olivas,20,Spain,66,Villarreal CF,Defense,https://cdn.sofifa.org/teams/2/light/483.png,0,0,2010,0,0
189504,Pablo de Barros,20,Brazil,66,Real Zaragoza,Midfield,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
189509,T. Thiago,18,Spain,66,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
190534,Chema Antón,20,Spain,66,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
163661,S. Keita,24,Mali,66,Xerez Club Deportivo,Midfield,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
142452,Redondo,32,Spain,66,Xerez Club Deportivo,Defense,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
190432,Oier,23,Spain,66,CA Osasuna,Defense,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
190202,Jokin Esparza,21,Spain,66,CA Osasuna,Midfield,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
186650,G. Alustiza,25,Argentina,65,Xerez Club Deportivo,Forward,https://cdn.sofifa.org/teams/2/light/1742.png,0,0,2010,0,0
192324,Manu Torres,19,Spain,65,Málaga CF,Defense,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
192594,G. Kagelmacher,21,Uruguay,65,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
161882,Joan Tomás,24,Spain,65,Villarreal CF B,Forward,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
48758,Muñoz,30,Spain,65,Athletic Club de Bilbao,Midfield,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
194174,Keko,17,Spain,65,Real Valladolid CF,Forward,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
190093,Dani Castellano,21,Spain,65,RCD Mallorca,Midfield,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
143005,L. Borzani,27,Argentina,65,UD Almería,Midfield,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
165031,C. Acuña,21,Paraguay,65,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
183730,Nacho Insa,23,Spain,65,Villarreal CF B,Midfield,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
192463,José Carlos,21,Spain,65,Sevilla FC,Forward,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2010,0,0
113384,Saizar,28,Spain,65,CD Tenerife,Forward,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
190199,Oscar Sielva,17,Spain,65,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
192789,Mario,18,Spain,64,Villarreal CF B,Defense,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
193844,Portillo,18,Spain,64,Málaga CF,Forward,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
185148,Ivan Bolado,19,Spain,64,Racing Santander,Forward,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
189508,V. Victor Vazquez,22,Spain,64,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
184434,Echaide,21,Spain,64,CA Osasuna,Defense,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
193908,Kevin Lacruz,17,Spain,64,Real Zaragoza,Forward,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
197238,Ibrahima,18,Senegal,64,Atlético Madrid,Forward,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
184441,Carlos Álvarez,23,Spain,64,Real Sporting de Gijón,Forward,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
170370,J. Dos Santos,19,Mexico,64,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
146318,Héctor,24,Spain,64,CD Tenerife,Defense,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
186519,Cala,19,Spain,64,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2010,0,0
188339,Alex Quillo,22,Spain,64,UD Almería,Forward,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
198328,Mateos,22,Spain,64,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
193469,Víctor Ruíz,20,Spain,64,RCD Espanyol,Defense,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
190154,Joshua,20,Spain,64,Atlético Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
192476,Fontás,19,Spain,64,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
171502,Catalá,24,Spain,64,Villarreal CF B,Defense,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
189958,Edu Bedia,20,Spain,63,Racing Santander,Midfield,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
192648,Galán,20,Spain,63,CA Osasuna,Forward,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
190364,Raúl Ruíz,19,Spain,63,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
178086,Adán,22,Spain,63,Real Madrid,GK,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
174786,Javi López,21,Spain,63,Málaga CF,Forward,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
188103,Rochina,18,Spain,63,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
190151,Rochela,19,Spain,63,Deportivo de La Coruña,Defense,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2010,0,0
190152,César Ortiz,20,Spain,63,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
191221,Adrien Goñi,20,Spain,63,Athletic Club de Bilbao,Midfield,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
198139,Edu Oriol,22,Spain,63,FC Barcelona,Forward,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
192766,Muniesa,17,Spain,63,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
198143,Samuel Saiz,18,Spain,63,Real Madrid,Forward,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
188675,Uri,22,Spain,62,Racing Santander,Forward,https://cdn.sofifa.org/teams/2/light/456.png,0,0,2010,0,0
194076,Airam,21,Spain,62,CD Tenerife,Forward,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
195361,Javi López,23,Spain,62,RCD Espanyol,Forward,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
171063,Espasandín,24,Spain,62,FC Barcelona,Defense,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
190533,Xabi Etxebarría,21,Spain,62,Athletic Club de Bilbao,Defense,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
192343,J. Zambrano,16,Venezuela,62,CD Tenerife,Forward,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
194647,Rubén Miño,20,Spain,62,FC Barcelona,GK,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
194153,N. Andreev,20,Russia,62,UD Almería,Forward,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
192638,Marcos Alonso,18,Spain,62,Real Madrid,Defense,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
198018,Truyols,19,Spain,62,RCD Mallorca,Defense,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
188550,Rigo,24,Spain,62,UD Almería,Defense,https://cdn.sofifa.org/teams/2/light/1861.png,0,0,2010,0,0
184986,Rubén Rosquete,19,Spain,62,CD Tenerife,Forward,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
189857,Quique,19,Spain,62,Real Valladolid CF,Forward,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
189858,Carlos Lázaro,18,Spain,62,Real Valladolid CF,Midfield,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
188844,Marc Valiente,22,Spain,62,Sevilla FC,Defense,https://cdn.sofifa.org/teams/2/light/481.png,0,0,2010,0,0
190142,Omar,21,Spain,62,Málaga CF,Defense,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
190143,José Ángel,19,Spain,62,Real Sporting de Gijón,Defense,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
193757,Edu Ramos,17,Spain,62,Málaga CF,Midfield,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
184802,Felipe Ramos,21,Spain,62,Real Madrid,GK,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
183823,Héctor Verdés,25,Spain,61,Valencia CF,Defense,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2010,0,0
171100,Cristian Portilla,20,Spain,61,Real Sporting de Gijón,Midfield,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
193909,Escassi,20,Spain,61,Getafe CF,Midfield,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2010,0,0
178296,Yoni López,22,Spain,61,Real Sporting de Gijón,Defense,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
184440,Izquierdo,22,Spain,61,Real Sporting de Gijón,GK,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
193152,Iago,21,Spain,61,Athletic Club de Bilbao,GK,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
192649,Rúper,22,Spain,61,CA Osasuna,Midfield,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
184983,Moreno,24,Spain,61,CD Tenerife,Defense,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
184224,Sergio García,19,Spain,61,Real Valladolid CF,Forward,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
194222,Laguardia,19,Spain,61,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
195012,Adrián Sardinero,18,Spain,61,Getafe CF,Forward,https://cdn.sofifa.org/teams/2/light/1860.png,0,0,2010,0,0
193751,Rueda,21,Spain,61,FC Barcelona,Midfield,https://cdn.sofifa.org/teams/2/light/241.png,0,0,2010,0,0
190435,Tomeu Nadal,20,Spain,61,RCD Mallorca,GK,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
198119,Lander Gabilondo,22,Spain,61,CA Osasuna,Forward,https://cdn.sofifa.org/teams/2/light/479.png,0,0,2010,0,0
195052,Salva,21,Spain,61,Valencia CF,GK,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2010,0,0
193523,V. Brasca,22,Argentina,61,Villarreal CF B,GK,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
197892,Borja Navarro,19,Spain,60,Real Sporting de Gijón,Forward,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
193799,David González,19,Spain,60,Málaga CF,Midfield,https://cdn.sofifa.org/teams/2/light/573.png,0,0,2010,0,0
196881,J. Velásquez,18,Venezuela,60,Villarreal CF B,Defense,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
198448,Pablo Acebal,22,Spain,60,Real Sporting de Gijón,Forward,https://cdn.sofifa.org/teams/2/light/459.png,0,0,2010,0,0
195687,Baena,20,Spain,60,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
194928,Daniel Olcina,20,Spain,60,Valencia CF,Midfield,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2010,0,0
194930,Arturo,20,Spain,60,Valencia CF,Defense,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2010,0,0
197239,Lucas Porcar,19,Spain,60,RCD Espanyol,Midfield,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
198017,Michael Pereira,21,France,60,RCD Mallorca,Forward,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
195725,Sergio Rodríguez,18,Spain,60,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
197781,Isco,17,Spain,60,Valencia CF,Forward,https://cdn.sofifa.org/teams/2/light/461.png,0,0,2010,0,0
178625,Mosquera,21,Spain,60,Real Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/243.png,0,0,2010,0,0
190156,Rubén Pérez,20,Spain,60,Atlético Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
193747,Koke,17,Spain,60,Atlético Madrid,Midfield,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
190176,Marc Pedraza,22,Spain,60,RCD Espanyol,Forward,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
192784,Vicente Flor,21,Spain,59,Villarreal CF B,GK,https://cdn.sofifa.org/teams/2/light/110902.png,0,0,2010,0,0
193297,Jonay Díaz,21,Spain,59,CD Tenerife,Forward,https://cdn.sofifa.org/teams/2/light/260.png,0,0,2010,0,0
198431,Jaime,21,Spain,59,Atlético Madrid,Defense,https://cdn.sofifa.org/teams/2/light/240.png,0,0,2010,0,0
195359,M. Gaffoor,22,France,59,Real Zaragoza,Defense,https://cdn.sofifa.org/teams/2/light/244.png,0,0,2010,0,0
189472,Aridane,20,Spain,59,Real Valladolid CF,Defense,https://cdn.sofifa.org/teams/2/light/462.png,0,0,2010,0,0
197940,David Añón,20,Spain,59,Deportivo de La Coruña,Forward,https://cdn.sofifa.org/teams/2/light/242.png,0,0,2010,0,0
197441,Angel,18,Spain,59,RCD Espanyol,Defense,https://cdn.sofifa.org/teams/2/light/452.png,0,0,2010,0,0
196942,Iñigo Pérez,21,Spain,59,Athletic Club de Bilbao,Midfield,https://cdn.sofifa.org/teams/2/light/448.png,0,0,2010,0,0
198021,Paco Vázquez,23,Spain,59,RCD Mallorca,Defense,https://cdn.sofifa.org/teams/2/light/453.png,0,0,2010,0,0
